grade,sub_grade,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,safe_loans
C,C3,0,5,MORTGAGE,22.69,debt_consolidation, 36 months,0,0,42.7,0.0,1
D,D3,0,8,MORTGAGE,17.89,vacation, 36 months,1,1,66.4,0.0,1
C,C1,0,9,RENT,19.86,debt_consolidation, 36 months,0,1,89.8,0.0,1
C,C1,1,0,MORTGAGE,22.03,debt_consolidation, 36 months,0,0,57.0,0.0,1
B,B3,0,4,RENT,9.71,credit_card, 36 months,0,1,34.6,0.0,1
F,F2,0,9,MORTGAGE,18.19,debt_consolidation, 60 months,0,0,36.6,0.0,1
B,B1,0,11,MORTGAGE,6.91,credit_card, 36 months,1,1,59.9,0.0,1
C,C1,0,4,RENT,11.92,wedding, 36 months,1,1,26.9,0.0,1
E,E3,0,7,RENT,22.83,house, 60 months,0,0,56.9,0.0,1
A,A5,0,4,MORTGAGE,25.64,debt_consolidation, 36 months,1,1,67.7,0.0,1
C,C4,0,7,RENT,6.96,other, 36 months,0,1,75.4,0.0,1
D,D3,0,7,MORTGAGE,19.35,other, 36 months,1,1,76.4,0.0,1
B,B4,0,2,RENT,23.63,credit_card, 36 months,0,0,52.0,0.0,1
B,B1,0,6,MORTGAGE,23.69,credit_card, 36 months,1,1,54.0,0.0,1
B,B4,1,1,MORTGAGE,23.19,debt_consolidation, 36 months,1,1,66.1,0.0,1
E,E4,0,3,MORTGAGE,17.88,debt_consolidation, 60 months,1,1,69.7,0.0,1
D,D3,0,8,RENT,6.78,credit_card, 36 months,1,1,37.7,0.0,1
B,B4,0,4,OWN,21.81,debt_consolidation, 36 months,1,1,86.6,0.0,1
C,C3,0,5,RENT,26.5,credit_card, 36 months,1,1,80.8,0.0,1
D,D3,0,6,RENT,3.9,debt_consolidation, 36 months,1,1,6.7,0.0,1
E,E2,0,3,OWN,28.39,wedding, 36 months,0,1,80.6,0.0,1
A,A4,0,11,MORTGAGE,16.07,debt_consolidation, 36 months,1,1,37.6,0.0,1
F,F1,0,11,MORTGAGE,2.45,credit_card, 60 months,1,1,56.1769,0.0,1
C,C4,0,4,RENT,15.16,moving, 36 months,0,0,23.0,0.0,1
C,C2,0,5,MORTGAGE,4.84,debt_consolidation, 60 months,1,1,37.2,0.0,1
B,B2,0,3,RENT,16.26,debt_consolidation, 36 months,1,1,75.6,0.0,1
B,B3,0,11,MORTGAGE,16.18,credit_card, 36 months,1,1,55.8,0.0,1
B,B1,0,4,MORTGAGE,16.81,credit_card, 36 months,1,1,65.4,0.0,1
B,B4,1,0,MORTGAGE,19.57,credit_card, 60 months,0,1,36.6,0.0,1
B,B3,0,3,MORTGAGE,22.94,major_purchase, 36 months,1,1,87.2,0.0,1
D,D3,0,11,MORTGAGE,14.57,debt_consolidation, 60 months,1,1,70.6,0.0,1
B,B2,0,8,RENT,16.56,debt_consolidation, 36 months,1,1,27.7,0.0,1
C,C3,0,11,MORTGAGE,9.9,debt_consolidation, 36 months,0,1,52.0,0.0,1
C,C4,1,1,MORTGAGE,6.66,debt_consolidation, 36 months,1,1,92.3,0.0,1
A,A2,0,11,OWN,4.67,debt_consolidation, 36 months,1,1,31.3,0.0,1
C,C3,0,11,MORTGAGE,21.14,debt_consolidation, 36 months,0,0,98.4,0.0,1
C,C1,0,11,MORTGAGE,21.17,debt_consolidation, 36 months,0,0,22.4,0.0,1
C,C4,0,11,MORTGAGE,18.71,debt_consolidation, 36 months,0,1,80.9,0.0,1
C,C4,1,0,MORTGAGE,12.6,debt_consolidation, 36 months,1,1,56.7,0.0,1
D,D2,0,6,MORTGAGE,9.23,debt_consolidation, 36 months,0,1,46.7,0.0,1
D,D4,0,7,RENT,8.91,wedding, 36 months,0,1,25.8,0.0,1
C,C5,0,11,MORTGAGE,27.78,home_improvement, 60 months,0,1,98.0,0.0,1
C,C2,0,4,RENT,7.39,credit_card, 36 months,0,1,42.4,0.0,1
C,C4,0,5,RENT,12.8,debt_consolidation, 60 months,1,1,36.0,0.0,1
E,E4,1,1,RENT,23.58,debt_consolidation, 60 months,0,1,50.8,0.0,1
C,C1,1,1,RENT,20.38,credit_card, 36 months,1,1,96.2,0.0,1
C,C5,0,11,MORTGAGE,17.6,medical, 36 months,1,1,69.3,0.0,1
B,B5,1,0,RENT,21.07,debt_consolidation, 36 months,0,1,39.3,0.0,1
E,E4,0,11,RENT,30.24,debt_consolidation, 60 months,0,1,44.1,0.0,1
C,C3,0,11,MORTGAGE,5.9,debt_consolidation, 36 months,0,0,38.8,0.0,1
E,E5,0,11,MORTGAGE,23.88,debt_consolidation, 60 months,1,1,79.7,0.0,1
B,B3,0,8,MORTGAGE,30.76,debt_consolidation, 36 months,0,0,70.3,0.0,1
E,E2,0,3,RENT,12.47,wedding, 36 months,0,0,73.5,0.0,1
E,E2,0,7,RENT,8.55,medical, 36 months,0,0,83.8,0.0,1
C,C3,0,11,RENT,9.11,debt_consolidation, 60 months,0,1,48.6,0.0,1
A,A4,1,1,RENT,19.01,debt_consolidation, 36 months,1,1,30.3,0.0,1
B,B3,0,2,RENT,20.85,debt_consolidation, 36 months,1,1,53.0,0.0,1
A,A5,1,0,MORTGAGE,5.43,home_improvement, 60 months,1,1,0.0,0.0,1
C,C1,0,11,MORTGAGE,20.19,debt_consolidation, 36 months,0,0,42.8,0.0,1
C,C2,1,0,MORTGAGE,22.85,other, 36 months,0,1,62.3,0.0,1
B,B2,0,3,RENT,28.28,debt_consolidation, 36 months,1,1,5.0,0.0,1
E,E1,0,2,MORTGAGE,17.62,wedding, 36 months,1,1,98.1,0.0,1
B,B3,1,1,MORTGAGE,12.09,credit_card, 36 months,0,0,89.0,0.0,1
F,F2,0,6,RENT,24.34,debt_consolidation, 60 months,1,1,73.8,0.0,1
D,D1,0,8,MORTGAGE,19.79,debt_consolidation, 36 months,1,1,65.5,0.0,1
C,C3,0,4,MORTGAGE,16.53,debt_consolidation, 60 months,1,1,60.3,0.0,1
D,D2,0,6,RENT,10.05,other, 36 months,1,1,49.5,0.0,1
A,A2,0,8,MORTGAGE,11.42,debt_consolidation, 36 months,1,1,35.4,0.0,1
B,B4,0,11,RENT,8.0,debt_consolidation, 36 months,1,1,56.7,0.0,1
F,F3,0,8,RENT,15.67,debt_consolidation, 60 months,1,1,71.8,0.0,1
E,E1,0,11,MORTGAGE,14.49,credit_card, 60 months,1,1,79.8,0.0,1
C,C1,0,11,MORTGAGE,20.54,credit_card, 36 months,1,1,98.6,0.0,1
C,C1,0,2,MORTGAGE,7.74,credit_card, 60 months,1,1,9.3,0.0,1
B,B4,0,5,MORTGAGE,14.93,debt_consolidation, 36 months,1,1,92.0,0.0,1
C,C2,0,2,MORTGAGE,29.58,debt_consolidation, 36 months,1,1,67.7,0.0,1
B,B3,0,2,MORTGAGE,20.34,credit_card, 36 months,1,1,57.1,0.0,1
A,A1,0,11,MORTGAGE,7.42,debt_consolidation, 36 months,1,1,12.7,0.0,1
C,C3,0,5,OWN,21.53,credit_card, 36 months,1,1,64.0,0.0,1
C,C2,1,1,RENT,18.25,debt_consolidation, 36 months,1,1,83.6,0.0,1
E,E5,0,4,RENT,22.04,other, 60 months,0,1,30.1,0.0,1
B,B1,0,3,RENT,12.83,debt_consolidation, 36 months,0,1,50.6,0.0,1
B,B4,0,11,RENT,20.73,debt_consolidation, 36 months,0,1,84.6,0.0,1
D,D1,0,11,MORTGAGE,12.44,home_improvement, 36 months,0,1,91.7,0.0,1
E,E1,0,11,MORTGAGE,23.42,credit_card, 60 months,1,1,93.0,0.0,1
C,C1,0,8,RENT,12.89,debt_consolidation, 36 months,1,1,57.1,0.0,1
B,B2,0,11,MORTGAGE,15.42,debt_consolidation, 36 months,1,1,75.9,0.0,1
B,B2,0,2,RENT,21.36,credit_card, 36 months,0,1,62.7,0.0,1
F,F5,0,8,RENT,14.95,debt_consolidation, 60 months,0,0,59.4,0.0,1
C,C2,0,11,OWN,26.18,credit_card, 60 months,0,1,35.3,0.0,1
C,C4,0,3,RENT,26.4,debt_consolidation, 36 months,0,1,73.7,0.0,1
A,A1,0,7,OWN,9.78,car, 36 months,1,1,4.8,0.0,1
C,C4,0,5,MORTGAGE,12.5,debt_consolidation, 60 months,0,1,77.2,0.0,1
B,B1,0,3,RENT,13.2,debt_consolidation, 36 months,0,1,57.5,0.0,1
C,C4,0,2,RENT,16.58,credit_card, 36 months,0,0,69.8,0.0,1
B,B3,0,5,RENT,18.24,credit_card, 36 months,1,1,69.6,0.0,1
D,D1,1,0,MORTGAGE,24.7,debt_consolidation, 36 months,0,0,76.8,0.0,1
C,C3,0,3,RENT,16.78,debt_consolidation, 36 months,0,0,85.1,0.0,1
E,E1,0,11,MORTGAGE,18.92,debt_consolidation, 36 months,1,1,57.2,0.0,1
C,C5,0,11,MORTGAGE,25.6,debt_consolidation, 60 months,1,1,91.5,0.0,1
B,B1,0,2,RENT,20.84,credit_card, 36 months,1,1,29.7,0.0,1
B,B1,0,11,RENT,4.33,credit_card, 36 months,1,1,37.8,0.0,1
B,B3,0,4,RENT,4.96,debt_consolidation, 36 months,1,1,34.4,0.0,1
B,B2,0,11,MORTGAGE,10.9,debt_consolidation, 36 months,0,1,45.4,0.0,1
B,B1,0,8,MORTGAGE,10.47,debt_consolidation, 36 months,0,0,22.6,0.0,1
B,B1,0,6,MORTGAGE,25.0,debt_consolidation, 36 months,1,1,32.8,0.0,1
E,E5,0,8,MORTGAGE,22.12,debt_consolidation, 60 months,1,1,68.6,0.0,1
D,D3,0,11,RENT,15.91,debt_consolidation, 36 months,1,1,54.4,0.0,1
C,C4,0,8,MORTGAGE,19.52,other, 36 months,0,0,90.1,0.0,1
D,D2,0,3,RENT,7.92,medical, 36 months,1,1,32.3,0.0,1
B,B1,0,5,MORTGAGE,9.98,debt_consolidation, 36 months,0,0,52.3,0.0,1
C,C2,0,10,RENT,2.74,credit_card, 36 months,1,1,83.4,0.0,1
C,C2,0,4,RENT,12.15,debt_consolidation, 36 months,1,1,90.7,0.0,1
B,B5,0,11,RENT,17.57,debt_consolidation, 36 months,1,1,68.0,0.0,1
D,D1,0,2,RENT,20.21,debt_consolidation, 36 months,0,1,64.0,0.0,1
B,B2,0,11,MORTGAGE,29.07,debt_consolidation, 36 months,1,1,40.1,0.0,1
A,A2,0,11,MORTGAGE,5.54,home_improvement, 36 months,0,0,0.8,0.0,1
A,A4,0,11,MORTGAGE,6.03,home_improvement, 36 months,1,1,31.2,0.0,1
B,B4,0,7,RENT,14.71,credit_card, 36 months,1,1,16.0,0.0,1
E,E1,0,8,RENT,5.67,debt_consolidation, 36 months,1,1,68.2,0.0,1
B,B3,0,2,RENT,8.0,credit_card, 36 months,0,0,53.0,0.0,1
B,B2,0,8,OWN,11.29,debt_consolidation, 36 months,0,1,74.0,0.0,1
E,E5,0,11,MORTGAGE,24.51,debt_consolidation, 36 months,1,1,33.1,0.0,1
B,B2,0,7,MORTGAGE,29.66,debt_consolidation, 36 months,0,1,63.4,0.0,1
B,B4,0,11,MORTGAGE,17.99,debt_consolidation, 36 months,0,0,75.2,0.0,1
B,B4,0,6,MORTGAGE,16.45,credit_card, 36 months,1,1,84.5,0.0,1
C,C4,0,2,MORTGAGE,19.13,credit_card, 36 months,1,1,84.4,0.0,1
B,B3,0,7,RENT,8.78,moving, 36 months,1,1,3.0,0.0,1
B,B4,0,11,MORTGAGE,12.6,major_purchase, 36 months,0,0,72.1,0.0,1
B,B4,0,11,MORTGAGE,15.33,debt_consolidation, 60 months,0,1,44.8,0.0,1
D,D5,0,2,RENT,21.29,wedding, 36 months,1,1,68.4,0.0,1
C,C3,0,10,MORTGAGE,19.46,debt_consolidation, 36 months,1,1,48.8,0.0,1
D,D1,0,6,RENT,15.47,debt_consolidation, 36 months,1,1,49.2,0.0,1
C,C5,0,11,MORTGAGE,20.31,debt_consolidation, 60 months,0,0,87.8,0.0,1
C,C3,0,11,MORTGAGE,21.97,debt_consolidation, 36 months,1,1,85.4,0.0,1
D,D4,0,11,MORTGAGE,22.52,other, 36 months,1,1,78.2,0.0,1
D,D4,1,1,RENT,6.12,other, 36 months,0,0,22.0,0.0,1
A,A1,0,11,RENT,21.36,credit_card, 36 months,1,1,16.5,0.0,1
D,D4,0,11,MORTGAGE,12.23,debt_consolidation, 36 months,0,1,63.5,0.0,1
B,B3,0,6,MORTGAGE,5.24,home_improvement, 36 months,1,1,87.1,0.0,1
B,B1,0,7,RENT,24.28,credit_card, 36 months,1,1,64.5,0.0,1
A,A2,1,1,MORTGAGE,23.79,debt_consolidation, 36 months,1,1,57.1,0.0,1
A,A4,0,11,MORTGAGE,7.61,debt_consolidation, 36 months,1,1,64.6,0.0,1
B,B4,0,11,RENT,7.5,debt_consolidation, 36 months,1,1,29.2,0.0,1
B,B3,0,3,RENT,6.08,debt_consolidation, 36 months,1,1,20.3,0.0,1
C,C4,0,11,MORTGAGE,17.02,credit_card, 36 months,0,0,69.4,0.0,1
B,B2,0,11,MORTGAGE,14.63,debt_consolidation, 60 months,0,0,65.1,0.0,1
C,C1,0,11,RENT,1.55,debt_consolidation, 36 months,0,0,10.2,0.0,1
A,A5,0,11,MORTGAGE,8.74,debt_consolidation, 36 months,0,1,63.4,0.0,1
B,B3,0,11,RENT,6.62,credit_card, 36 months,0,0,48.8,0.0,1
D,D4,0,8,MORTGAGE,28.39,debt_consolidation, 36 months,0,0,78.3,0.0,1
E,E1,0,11,RENT,10.04,debt_consolidation, 36 months,0,0,46.7,0.0,1
B,B5,0,2,MORTGAGE,6.26,debt_consolidation, 36 months,1,1,22.6,0.0,1
C,C3,0,4,MORTGAGE,15.4,debt_consolidation, 36 months,0,1,49.3,0.0,1
B,B2,0,2,RENT,24.7,credit_card, 36 months,1,1,73.8,0.0,1
C,C4,0,11,RENT,20.58,debt_consolidation, 60 months,1,1,66.3,0.0,1
A,A5,1,1,RENT,21.76,debt_consolidation, 36 months,1,1,50.5,0.0,1
D,D2,0,4,OWN,29.54,credit_card, 60 months,0,0,76.6,0.0,1
A,A4,0,9,MORTGAGE,10.14,debt_consolidation, 36 months,1,1,32.6,0.0,1
A,A3,0,9,MORTGAGE,16.01,debt_consolidation, 36 months,1,1,41.1,0.0,1
D,D1,0,8,MORTGAGE,20.06,debt_consolidation, 60 months,1,1,89.3,0.0,1
C,C1,0,11,RENT,14.82,other, 36 months,1,1,33.3,0.0,1
B,B1,0,3,MORTGAGE,11.85,debt_consolidation, 36 months,1,1,61.0,0.0,1
B,B2,0,11,MORTGAGE,15.1,credit_card, 36 months,0,0,91.9,0.0,1
E,E4,0,11,MORTGAGE,21.15,credit_card, 60 months,0,1,81.6,0.0,1
C,C4,0,10,RENT,6.27,debt_consolidation, 36 months,0,1,68.0,0.0,1
B,B4,0,11,MORTGAGE,4.49,debt_consolidation, 36 months,1,1,66.0,0.0,1
C,C4,0,2,RENT,23.98,medical, 36 months,1,1,62.0,0.0,1
A,A5,0,11,MORTGAGE,26.23,credit_card, 36 months,1,1,45.7,0.0,1
F,F3,0,11,MORTGAGE,9.48,credit_card, 60 months,0,0,75.1,0.0,1
A,A2,0,6,RENT,16.2,debt_consolidation, 36 months,1,1,3.6,0.0,1
C,C1,0,9,RENT,14.22,debt_consolidation, 36 months,0,0,31.3,0.0,1
D,D2,0,3,RENT,23.3,debt_consolidation, 36 months,0,0,94.7,0.0,1
E,E3,0,6,MORTGAGE,16.63,debt_consolidation, 60 months,0,0,71.6,0.0,1
B,B3,0,11,OWN,4.1,debt_consolidation, 36 months,0,1,55.3,0.0,1
B,B3,0,6,RENT,9.18,house, 36 months,1,1,41.5,0.0,1
C,C2,0,7,RENT,12.92,debt_consolidation, 36 months,1,1,58.8,0.0,1
D,D1,0,4,MORTGAGE,18.11,debt_consolidation, 36 months,0,1,68.2,0.0,1
A,A3,0,11,MORTGAGE,15.67,credit_card, 36 months,0,1,76.9,0.0,1
D,D2,0,11,OWN,22.28,debt_consolidation, 36 months,1,1,41.4,0.0,1
D,D1,0,3,RENT,8.06,debt_consolidation, 36 months,1,1,85.2,0.0,1
A,A1,0,3,MORTGAGE,9.66,debt_consolidation, 36 months,1,1,18.8,0.0,1
D,D2,0,8,MORTGAGE,11.9,debt_consolidation, 36 months,0,1,67.2,0.0,1
B,B4,0,4,MORTGAGE,30.22,debt_consolidation, 36 months,0,1,71.8,0.0,1
C,C4,0,5,RENT,22.92,debt_consolidation, 36 months,1,1,76.9,0.0,1
E,E4,0,11,MORTGAGE,21.26,debt_consolidation, 60 months,0,0,77.8,0.0,1
D,D5,0,10,RENT,19.06,debt_consolidation, 36 months,1,1,94.6,0.0,1
B,B4,0,7,MORTGAGE,12.24,debt_consolidation, 36 months,1,1,92.1,0.0,1
A,A1,0,11,MORTGAGE,17.41,credit_card, 36 months,1,1,34.9,0.0,1
B,B5,0,8,MORTGAGE,18.99,debt_consolidation, 36 months,1,1,58.1,0.0,1
F,F1,1,1,MORTGAGE,13.41,debt_consolidation, 60 months,1,1,92.2,0.0,1
C,C4,0,7,MORTGAGE,16.2,credit_card, 36 months,0,1,83.0,0.0,1
G,G5,0,11,MORTGAGE,18.28,debt_consolidation, 60 months,0,0,75.3,0.0,1
D,D1,0,7,RENT,19.88,debt_consolidation, 36 months,0,0,61.4,0.0,1
B,B2,0,8,MORTGAGE,10.87,home_improvement, 60 months,1,1,0.6,0.0,1
A,A4,0,4,RENT,6.23,debt_consolidation, 36 months,0,0,54.1,0.0,1
C,C1,0,4,MORTGAGE,21.91,debt_consolidation, 36 months,1,1,74.5,0.0,1
C,C5,0,9,RENT,24.31,debt_consolidation, 60 months,1,1,48.4,0.0,1
C,C4,0,6,MORTGAGE,21.43,credit_card, 36 months,0,1,79.0,0.0,1
C,C2,0,10,RENT,20.29,debt_consolidation, 36 months,1,1,68.0,0.0,1
C,C1,0,11,RENT,15.16,credit_card, 36 months,0,0,58.8,0.0,1
C,C3,0,4,RENT,23.69,debt_consolidation, 36 months,1,1,96.3,0.0,1
C,C1,0,11,MORTGAGE,2.99,medical, 36 months,1,1,32.6,0.0,1
A,A2,0,2,MORTGAGE,1.71,home_improvement, 36 months,1,1,30.4,0.0,1
E,E1,0,11,MORTGAGE,30.34,debt_consolidation, 60 months,0,1,69.7,0.0,1
C,C2,0,11,MORTGAGE,17.88,home_improvement, 36 months,0,1,79.1,0.0,1
F,F2,1,1,RENT,17.62,other, 60 months,0,0,35.3,0.0,1
F,F4,0,6,MORTGAGE,21.41,debt_consolidation, 60 months,0,1,85.4,0.0,1
A,A1,0,11,OWN,25.44,home_improvement, 36 months,1,1,7.9,0.0,1
C,C5,0,7,RENT,20.68,debt_consolidation, 36 months,0,0,79.8,0.0,1
D,D3,0,11,MORTGAGE,17.48,vacation, 36 months,0,1,81.6,0.0,1
B,B3,0,11,MORTGAGE,18.81,credit_card, 36 months,1,1,67.8,0.0,1
B,B3,0,4,RENT,31.37,debt_consolidation, 36 months,1,1,52.5,0.0,1
B,B3,0,11,MORTGAGE,14.22,credit_card, 36 months,0,1,50.9,0.0,1
E,E1,0,6,MORTGAGE,22.2,debt_consolidation, 60 months,0,0,74.0,0.0,1
B,B2,0,5,RENT,29.19,credit_card, 36 months,1,1,47.6,0.0,1
D,D3,0,3,RENT,15.94,credit_card, 36 months,0,0,56.8,0.0,1
B,B1,0,6,RENT,10.51,debt_consolidation, 36 months,0,1,31.4,0.0,1
B,B4,0,11,MORTGAGE,20.59,credit_card, 36 months,1,1,49.4,0.0,1
C,C5,0,11,MORTGAGE,11.6,other, 36 months,0,1,73.6,0.0,1
C,C3,1,1,MORTGAGE,20.01,debt_consolidation, 60 months,0,1,42.2,0.0,1
D,D5,0,10,MORTGAGE,14.18,debt_consolidation, 60 months,0,1,63.8,0.0,1
C,C4,0,10,RENT,13.79,credit_card, 36 months,1,1,73.6,0.0,1
C,C2,1,1,RENT,16.22,debt_consolidation, 36 months,1,1,65.4,0.0,1
F,F3,0,3,MORTGAGE,11.7,debt_consolidation, 60 months,0,1,62.3,0.0,1
C,C3,0,4,RENT,13.3,debt_consolidation, 36 months,1,1,85.8,0.0,1
F,F4,0,7,MORTGAGE,19.65,wedding, 60 months,0,1,95.8,0.0,1
D,D2,0,2,RENT,10.68,debt_consolidation, 36 months,1,1,70.7,0.0,1
B,B3,0,8,MORTGAGE,2.24,home_improvement, 36 months,0,0,76.5,0.0,1
C,C1,0,2,RENT,20.82,debt_consolidation, 36 months,0,1,57.9,0.0,1
B,B3,0,10,MORTGAGE,22.03,debt_consolidation, 36 months,1,1,67.2,0.0,1
B,B2,0,3,MORTGAGE,8.65,debt_consolidation, 36 months,1,1,54.1,0.0,1
A,A5,0,4,MORTGAGE,9.95,home_improvement, 36 months,1,1,47.2,0.0,1
C,C3,0,4,RENT,17.76,debt_consolidation, 36 months,0,1,53.8,0.0,1
A,A3,0,11,MORTGAGE,17.06,debt_consolidation, 36 months,1,1,25.2,0.0,1
C,C5,0,4,MORTGAGE,19.16,debt_consolidation, 60 months,1,1,68.4,0.0,1
B,B1,0,6,RENT,21.14,debt_consolidation, 36 months,1,1,24.6,0.0,1
E,E5,0,8,MORTGAGE,17.51,debt_consolidation, 60 months,1,1,93.7,0.0,1
B,B2,0,11,MORTGAGE,12.3,credit_card, 36 months,0,0,51.4,0.0,1
B,B1,0,8,MORTGAGE,23.49,credit_card, 36 months,0,1,70.2,0.0,1
C,C3,0,7,MORTGAGE,16.29,credit_card, 36 months,1,1,88.0,0.0,1
C,C3,0,9,MORTGAGE,19.91,debt_consolidation, 36 months,0,1,90.3,0.0,1
C,C1,0,11,RENT,23.04,debt_consolidation, 36 months,0,1,45.6,0.0,1
D,D1,0,9,RENT,19.66,debt_consolidation, 36 months,1,1,49.7,0.0,1
F,F3,0,11,MORTGAGE,15.97,debt_consolidation, 60 months,1,1,59.2,0.0,1
B,B2,0,8,MORTGAGE,14.12,credit_card, 36 months,0,0,74.3,0.0,1
B,B3,0,11,MORTGAGE,2.85,home_improvement, 36 months,1,1,0.9,0.0,1
C,C4,0,8,RENT,30.0,debt_consolidation, 36 months,0,0,75.5,0.0,1
C,C4,0,7,MORTGAGE,10.74,debt_consolidation, 60 months,0,1,33.0,0.0,1
C,C1,0,9,RENT,28.34,debt_consolidation, 36 months,0,1,82.5,0.0,1
B,B5,0,5,RENT,14.44,debt_consolidation, 36 months,1,1,78.0,0.0,1
D,D4,0,6,MORTGAGE,25.13,debt_consolidation, 36 months,0,1,79.4,0.0,1
B,B2,0,9,MORTGAGE,9.81,debt_consolidation, 36 months,0,1,54.8,0.0,1
F,F2,0,4,RENT,20.72,debt_consolidation, 60 months,0,0,32.1,0.0,1
D,D1,0,8,RENT,10.65,debt_consolidation, 36 months,1,1,77.0,0.0,1
C,C2,0,10,OWN,2.75,debt_consolidation, 36 months,0,1,58.0,0.0,1
A,A4,0,11,MORTGAGE,11.75,debt_consolidation, 36 months,0,1,62.5,0.0,1
A,A5,0,11,MORTGAGE,12.57,credit_card, 36 months,0,0,43.7,0.0,1
C,C2,0,11,MORTGAGE,12.24,debt_consolidation, 36 months,0,1,47.9,0.0,1
A,A5,0,4,MORTGAGE,5.31,home_improvement, 60 months,1,1,16.0,0.0,1
D,D5,1,0,MORTGAGE,20.31,medical, 36 months,0,0,76.1,0.0,1
B,B3,0,5,MORTGAGE,11.28,credit_card, 36 months,0,0,82.2,0.0,1
D,D1,0,9,MORTGAGE,11.59,credit_card, 60 months,1,1,63.9,0.0,1
D,D1,0,11,RENT,24.08,credit_card, 36 months,1,1,92.1,0.0,1
A,A3,0,2,MORTGAGE,16.75,home_improvement, 36 months,1,1,14.4,0.0,1
A,A5,0,6,MORTGAGE,15.76,debt_consolidation, 60 months,0,1,0.3,0.0,1
B,B1,0,9,MORTGAGE,5.18,debt_consolidation, 36 months,1,1,55.0,0.0,1
E,E4,0,3,RENT,20.72,debt_consolidation, 60 months,1,1,40.1,0.0,1
E,E4,0,8,MORTGAGE,7.07,other, 36 months,1,1,82.9,0.0,1
A,A3,1,1,MORTGAGE,7.45,home_improvement, 36 months,0,1,2.5,0.0,1
B,B1,0,2,MORTGAGE,4.55,debt_consolidation, 36 months,1,1,19.6,0.0,1
C,C2,0,11,MORTGAGE,15.66,debt_consolidation, 36 months,0,0,41.5,0.0,1
B,B1,0,11,MORTGAGE,6.22,home_improvement, 36 months,1,1,96.9,0.0,1
B,B4,1,0,MORTGAGE,12.73,car, 36 months,1,1,54.2,0.0,1
C,C4,0,11,MORTGAGE,16.86,debt_consolidation, 60 months,0,1,92.6,0.0,1
B,B1,0,11,MORTGAGE,18.76,credit_card, 36 months,1,1,80.9,0.0,1
B,B1,0,6,MORTGAGE,24.2,debt_consolidation, 36 months,1,1,34.7,0.0,1
A,A4,0,4,OWN,13.59,major_purchase, 36 months,1,1,15.1,0.0,1
E,E4,0,11,RENT,10.16,debt_consolidation, 60 months,0,0,95.8,0.0,1
C,C2,0,3,RENT,13.17,home_improvement, 36 months,1,1,32.1,0.0,1
B,B5,1,1,RENT,15.82,debt_consolidation, 36 months,0,0,70.8,0.0,1
C,C2,0,7,RENT,27.23,debt_consolidation, 36 months,0,0,47.3,0.0,1
B,B3,0,9,MORTGAGE,21.56,debt_consolidation, 36 months,1,1,68.5,0.0,1
B,B4,0,5,RENT,27.75,debt_consolidation, 36 months,1,1,27.2,0.0,1
C,C3,0,9,RENT,16.8,debt_consolidation, 36 months,1,1,69.8,0.0,1
B,B2,0,11,MORTGAGE,5.09,home_improvement, 60 months,1,1,5.7,0.0,1
B,B5,0,4,RENT,10.03,debt_consolidation, 36 months,1,1,68.1,0.0,1
C,C3,0,5,RENT,6.72,debt_consolidation, 36 months,0,0,69.2,0.0,1
B,B1,0,11,MORTGAGE,9.9,credit_card, 36 months,1,1,56.8,0.0,1
B,B1,1,1,RENT,20.82,credit_card, 36 months,1,1,61.5,0.0,1
B,B4,1,1,MORTGAGE,13.34,debt_consolidation, 60 months,1,1,52.0,0.0,1
D,D5,0,3,MORTGAGE,20.13,debt_consolidation, 60 months,1,1,67.2,0.0,1
D,D4,0,11,MORTGAGE,16.44,vacation, 36 months,1,1,88.2,0.0,1
B,B3,0,6,RENT,7.87,debt_consolidation, 36 months,1,1,34.2,0.0,1
F,F3,0,2,RENT,6.0,other, 60 months,0,1,85.4,0.0,1
E,E5,0,11,MORTGAGE,15.13,debt_consolidation, 60 months,0,0,17.0,0.0,1
A,A5,0,5,MORTGAGE,5.4,home_improvement, 60 months,0,1,22.7,0.0,1
D,D1,0,8,MORTGAGE,10.35,credit_card, 60 months,0,1,65.6,0.0,1
F,F1,0,5,RENT,3.29,debt_consolidation, 36 months,1,1,75.0,0.0,1
D,D1,0,8,RENT,12.72,credit_card, 36 months,1,1,84.6,0.0,1
A,A3,0,11,MORTGAGE,16.8,debt_consolidation, 36 months,0,0,41.9,0.0,1
B,B1,0,6,MORTGAGE,15.86,debt_consolidation, 36 months,1,1,22.1,0.0,1
C,C5,0,10,MORTGAGE,20.23,debt_consolidation, 60 months,1,1,39.4,0.0,1
B,B2,0,11,RENT,17.83,credit_card, 36 months,0,1,48.3,0.0,1
B,B2,0,10,MORTGAGE,24.14,credit_card, 36 months,0,1,67.6,0.0,1
B,B2,0,5,RENT,11.5,debt_consolidation, 36 months,1,1,65.8,0.0,1
C,C1,0,8,MORTGAGE,6.55,debt_consolidation, 36 months,1,1,43.2,0.0,1
C,C4,0,11,MORTGAGE,22.31,credit_card, 60 months,1,1,77.2,0.0,1
C,C3,0,11,MORTGAGE,24.94,credit_card, 60 months,1,1,56.5,0.0,1
A,A3,0,11,RENT,3.07,credit_card, 36 months,0,0,26.9,0.0,1
B,B4,0,11,MORTGAGE,27.55,credit_card, 36 months,1,1,35.6,0.0,1
